"id_distributor","id_cabang","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","unit","harga","level","nama","id_cabang_sales","cabang_sales","tipe_group","kode_barang","nama_tipe","kode_lini","lini","revenue","kode_barang-2","sektor","nama_barang","tipe","nama_tipe-2","kode_lini-2","lini-2","kemasan","nama_barang-2"
"TA","CAB09","IN6127","2022-04-24","CUST55625","BRG0006",34,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",95880,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB10","IN6035","2022-04-25","CUST55626","BRG0007",20,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",91800,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB01","IN6309","2022-04-26","CUST55627","BRG0008",45,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",179550,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB01","IN6073","2022-04-27","CUST55628","BRG0009",34,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",196520,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB02","IN6277","2022-04-28","CUST55629","BRG0010",34,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",235960,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB03","IN6197","2022-04-29","CUST55630","BRG0001",34,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",39780,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN6225","2022-04-30","CUST55631","BRG0002",44,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",102960,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN5999","2022-05-01","CUST55632","BRG0003",5,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",53450,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB02","IN6223","2022-05-02","CUST55633","BRG0004",6,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",52200,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB03","IN6273","2022-05-03","CUST55634","BRG0005",79,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",446350,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB04","IN6047","2022-04-26","CUST55635","BRG0006",12,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",33840,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB05","IN6071","2022-04-27","CUST55636","BRG0007",95,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",436050,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB06","IN6009","2022-04-28","CUST55637","BRG0008",76,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",303240,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB07","IN6075","2022-04-16","CUST55638","BRG0009",48,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",277440,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB08","IN6218","2022-04-17","CUST55639","BRG0010",21,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",145740,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB09","IN5985","2022-04-18","CUST55640","BRG0001",22,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",25740,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB10","IN6154","2022-04-19","CUST55641","BRG0002",12,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",28080,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN6145","2022-04-20","CUST55642","BRG0003",25,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",267250,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB01","IN6315","2022-04-21","CUST55643","BRG0004",14,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",121800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB02","IN6168","2022-05-13","CUST55644","BRG0005",24,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",135600,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB03","IN6192","2022-05-14","CUST55645","BRG0006",10,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",28200,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB01","IN6285","2022-05-15","CUST55646","BRG0001",130,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",596700,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6077","2022-05-16","CUST55647","BRG0002",12,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",47880,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB02","IN6057","2022-05-17","CUST55648","BRG0003",10,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",57800,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB03","IN6252","2022-05-18","CUST55649","BRG0004",67,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",464980,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB04","IN6272","2022-05-19","CUST55650","BRG0001",98,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",114660,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB05","IN6150","2022-05-20","CUST55651","BRG0002",5,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",11700,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB06","IN6298","2022-05-21","CUST55652","BRG0003",4,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",42760,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB07","IN6295","2022-05-22","CUST55653","BRG0004",8,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",69600,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB08","IN6022","2022-05-23","CUST55654","BRG0005",9,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",50850,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB09","IN6090","2022-05-24","CUST55655","BRG0006",21,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",59220,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB10","IN5996","2022-05-25","CUST55656","BRG0007",22,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",100980,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB01","IN6111","2022-05-26","CUST55657","BRG0008",12,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",47880,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB01","IN6194","2022-04-18","CUST55658","BRG0009",25,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",144500,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB02","IN5987","2022-04-19","CUST55659","BRG0010",14,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",97160,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB03","IN6313","2022-04-20","CUST55660","BRG0001",24,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",28080,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6138","2022-04-18","CUST55661","BRG0002",10,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",23400,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB01","IN6316","2022-04-19","CUST55662","BRG0003",120,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",1282800,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB02","IN6019","2022-04-20","CUST55663","BRG0004",12,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",104400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB03","IN6283","2022-05-19","CUST55664","BRG0005",10,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",56500,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB04","IN6169","2022-05-20","CUST55665","BRG0006",67,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",188940,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB05","IN6121","2022-05-21","CUST55666","BRG0007",98,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",449820,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB06","IN6117","2022-05-22","CUST55667","BRG0008",5,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",19950,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB07","IN6201","2022-05-23","CUST55668","BRG0009",4,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",23120,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB08","IN6179","2022-05-24","CUST55669","BRG0010",8,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",55520,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB09","IN5978","2022-05-25","CUST55670","BRG0001",9,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",10530,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB10","IN5993","2022-05-26","CUST55671","BRG0002",1,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",2340,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB01","IN6160","2022-05-27","CUST55672","BRG0003",5,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",53450,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB01","IN6282","2022-05-28","CUST55673","BRG0004",9,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",78300,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB02","IN6093","2022-05-29","CUST55674","BRG0005",13,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",73450,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB03","IN6166","2022-05-30","CUST55675","BRG0006",1,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",2820,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB01","IN6010","2022-05-31","CUST55676","BRG0001",5,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",22950,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6100","2022-06-01","CUST55677","BRG0002",9,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",35910,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB02","IN6222","2022-06-02","CUST55678","BRG0003",1,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",5780,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB03","IN6032","2022-06-03","CUST55679","BRG0004",23,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",159620,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB04","IN6198","2022-06-04","CUST55680","BRG0001",4,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",4680,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB05","IN6212","2022-06-05","CUST55681","BRG0002",2,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",4680,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB06","IN6288","2022-06-06","CUST55682","BRG0003",17,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",181730,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB07","IN6059","2022-06-07","CUST55683","BRG0004",11,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",95700,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB08","IN6236","2022-06-08","CUST55684","BRG0005",12,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",67800,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB09","IN6296","2022-06-09","CUST55685","BRG0006",12,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",33840,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB10","IN6324","2022-06-10","CUST55686","BRG0007",25,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",114750,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB01","IN6091","2022-06-11","CUST55687","BRG0008",14,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",55860,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB01","IN6033","2022-06-12","CUST55688","BRG0009",34,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",196520,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TA","CAB02","IN6159","2022-06-13","CUST55689","BRG0010",67,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",464980,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"EPM","CAB03","IN6264","2022-06-14","CUST55690","BRG0001",15,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",17550,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6046","2022-06-15","CUST55691","BRG0002",12,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",28080,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB01","IN6268","2022-06-16","CUST55692","BRG0003",25,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",267250,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB02","IN6310","2022-04-30","CUST55693","BRG0004",14,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",121800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB03","IN6044","2022-05-01","CUST55694","BRG0005",18,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",101700,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TA","CAB04","IN6178","2022-05-02","CUST55695","BRG0006",18,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",50760,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"EPM","CAB05","IN6270","2022-05-03","CUST55696","BRG0007",19,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",87210,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB06","IN6123","2022-06-16","CUST55697","BRG0008",12,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",47880,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB07","IN6265","2022-04-30","CUST55698","BRG0009",25,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",144500,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TA","CAB08","IN6158","2022-05-01","CUST55699","BRG0010",14,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",97160,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"EPM","CAB09","IN6105","2022-05-02","CUST55700","BRG0001",21,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",24570,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB10","IN6213","2022-05-03","CUST55701","BRG0002",22,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",51480,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB01","IN6109","2022-06-16","CUST55702","BRG0003",12,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",128280,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB01","IN6249","2022-04-30","CUST55703","BRG0004",25,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",217500,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB02","IN6067","2022-05-01","CUST55704","BRG0005",14,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",79100,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB03","IN6143","2022-05-02","CUST55705","BRG0006",24,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",67680,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
